Zip Code,City,State,Household Income,White Population,Black Population,Hispanic Population,Size,Overall Crime,Violent Crime,Rent Amount,Average House Price,Price/Rent,Projected Growth (1yr)
37931,Knoxville,TN,12076,92.33211401753054%,3.5475188073711093%,4.12036717509835%,3405,B,A,1840.1083333333333,417127.3098355506,18.890523195443684,5.2%
45251,Cincinnati,OH,8251,63.62111043319098%,34.406141956477526%,1.9727476103315031%,5785,F,C+,1560.0,204342.76158314923,10.915745811065664,2.2%
60062,Northbrook,IL,16566,90.76544943820225%,4.128628277153558%,5.105922284644195%,1526,C,A,2902.066666666667,589069.906937621,16.915241636351706,0.6%
33460,Lake Worth Beach,FL,12767,41.16752371985225%,15.559740228386568%,43.272736051761186%,2638,D+,D-,2076.6666666666665,387392.7650371578,15.545456060881131,2.7%
80216,Denver,CO,6187,44.47281625704862%,6.782636450686243%,48.74454729226513%,7109,D,D,1901.8135100193924,389568.5775011782,17.070048116740505,-0.1%
02911,North Providence,RI,6597,74.52148561287869%,10.083660793509951%,15.394853593611357%,7315,C+,C,1875.0,382239.72225008067,16.988432100003585,2.8%
03064,Nashua,NH,6440,83.21460681928211%,1.846600733107407%,14.938792447610485%,7904,F,D-,2103.3333333333335,479343.490463807,18.991421967662717,4.1%
24502,Lynchburg,VA,16441,76.9185541183087%,17.31427987115906%,5.767166010532235%,1383,D+,C-,1400.4722222222224,261340.0338013561,15.55070911407002,2.2%
91915,Chula Vista,CA,10019,39.70667941973537%,9.660449545671927%,50.632871034592696%,2826,D,A+,3222.5126984126982,876033.1239184792,22.653986860159975,2.8%
49006,Kalamazoo,MI,10778,76.68237971391417%,15.308029908972692%,8.009590377113133%,4088,D+,D-,1174.5,225125.51867012915,15.973145925225568,1.4%
32305,Tallahassee,FL,7513,37.501264030741225%,58.544847810698755%,3.9538881585600163%,6269,C+,C-,1350.0,182680.91114867237,11.27659945362175,2.0%
81601,Glenwood Springs,CO,6084,70.65527065527066%,0.6885090218423552%,28.656220322886988%,7190,C+,B-,2980.0,815386.6779873633,22.801640883315528,4.2%
77520,Baytown,TX,13192,44.49233192587893%,8.444726421492485%,47.06294165262859%,2691,C-,C,1054.4666666666667,172174.12860707342,13.606730780732235,0.4%
89436,Sparks,NV,17354,77.18684545788258%,2.079419576342554%,20.733734965774868%,1227,A+,A+,2162.0302287581703,550782.4565598816,21.22936924569277,0.5%
07928,Chatham,NJ,6635,92.63051971114005%,0.6925535693145495%,6.676926719545401%,6604,A+,C+,2596.9166666666665,1151738.7125841035,36.958531353980796,0.5%
21701,Frederick,MD,17403,80.64105561183408%,12.873061637964621%,6.485882750201304%,1938,D+,C+,1880.8472222222224,436987.26710677054,19.36127781245614,0.1%
98065,Snoqualmie,WA,5415,93.91949757350842%,0.7993148729660291%,5.281187553525549%,8621,A+,A,3264.933333333333,1073752.0278428693,27.406175415599844,2.3%
35055,Cullman,AL,9406,94.95176848874598%,1.3137344970142397%,3.7344970142397793%,5586,C-,B-,1705.0,233595.07995831876,11.417159333251162,1.1%
15632,Murrysville,PA,3790,94.49790558134269%,3.2038944865843995%,2.2981999320729085%,9668,A,A-,1655.0,294479.1513629325,14.82775183096337,-0.3%
84037,Kaysville,UT,11191,94.90777443052693%,0.4069552349241583%,4.685270334548914%,2721,A,B+,2015.5,657117.9006477203,27.169350063992404,2.6%
14201,Buffalo,NY,5797,43.732138719394456%,20.1822816096393%,36.08557967096625%,8877,D-,D-,1365.8333333333333,293914.13134413585,17.932527842839285,1.4%
89503,Reno,NV,12770,79.26564336336764%,3.842729441931693%,16.891627194700664%,3885,C+,C+,1676.9583333333333,456174.73855200986,22.668757350958327,0.6%
35406,Tuscaloosa,AL,7625,91.10035064284521%,5.031446540880504%,3.8682028162742808%,6813,C-,B-,1654.4444444444443,448243.36536417366,22.577738349437897,0.2%
70817,Baton Rouge,LA,13329,74.41424246413058%,22.120573910754246%,3.465183625115177%,2451,A+,A-,1639.2232804232806,296384.2923723962,15.06731348072077,-1.3%
60073,Round Lake,IL,19333,54.79969425835169%,4.5351677832231765%,40.66513795842513%,625,B-,A-,1997.7777777777776,242297.5518680923,10.106961284820313,0.5%
81401,Montrose,CO,9584,80.30878667852235%,0.36375394066769057%,19.32745938080996%,5310,B-,B,1675.0,396173.3475713182,19.710116794592945,2.5%
98119,Seattle,WA,13661,86.21402075409682%,3.1365920082640746%,10.649387237639104%,4869,C-,C-,1960.074129138835,1056898.3843718984,44.9344563325372,1.9%
45255,Cincinnati,OH,9517,92.07479964381122%,4.592960584899471%,3.3322397712893097%,5592,A,A-,1640.0357142857144,329890.3771640724,16.762357382958463,2.3%
32204,Jacksonville,FL,4359,63.273709947239745%,29.30124823060095%,7.425041822159311%,10060,D,D-,1660.4617604617604,323641.0541383414,16.242522704865923,2.0%
70448,Mandeville,LA,9822,89.69881636001406%,3.8790577756943634%,6.422125864291574%,4909,A,A,1800.0,333341.03738773294,15.432455434617266,-2.2%
33316,Fort Lauderdale,FL,5884,77.88494960027806%,8.29857490441432%,13.816475495307612%,8697,F,D-,2919.2128933444724,763467.3182408438,21.79432567769314,1.8%
96792,Waianae,HI,13476,34.600113442994896%,8.36642087351106%,57.03346568349404%,887,B+,B+,2000.8333333333333,588957.3363693837,24.52966832025755,-1.1%
87106,Albuquerque,NM,12031,61.10156112962638%,2.9152780213997547%,35.98316084897387%,4948,C-,D,1311.5384615384617,358806.862551195,22.798089995921483,2.6%
19145,Philadelphia,PA,19245,59.5746369335767%,32.410126180461866%,8.015236885961432%,1250,F,F,1535.1712962962963,239561.508295811,13.00405959440103,0.8%
98273,Mount Vernon,WA,11483,69.20202242251044%,0.6594856012310398%,30.138491976258518%,3888,D-,F,2169.111111111111,530960.5063274429,20.398544193503856,1.8%
20110,Manassas,VA,15617,51.504407819087774%,12.598696818704486%,35.896895362207744%,951,D+,B,1910.9333333333334,484397.27731894207,21.12393931930915,0.3%
70806,Baton Rouge,LA,12572,53.48980404940418%,42.424571697634825%,4.085624252960991%,3738,D,D-,1249.4629629629628,241262.84051437688,16.09110258206779,-1.2%
29687,Taylors,SC,16736,78.14144465157986%,11.50152205205654%,10.357033296363593%,1793,B+,A-,1307.5666666666666,298797.954038928,19.042875700342112,2.5%
85306,Glendale,AZ,9057,76.31547452826425%,1.7712530418478478%,21.9132724298879%,4964,B+,A,1681.2261904761906,415485.53585224674,20.594370258142987,3.1%
60452,Oak Forest,IL,10048,77.21139998484044%,7.629045706056242%,15.159554309103312%,4544,C,A-,1731.6666666666667,265985.9407373401,12.800093394482198,0.4%
53704,Madison,WI,21612,77.61689569307387%,12.743244489532419%,9.63985981739371%,1128,D,C-,1406.398148148148,328969.9029114942,19.492459238555593,1.8%
38115,Memphis,TN,16236,6.58882402001668%,83.24679168123974%,10.164384298743578%,2223,D-,F,1189.2047619047619,164925.61598818642,11.55713614057118,2.1%
46845,Fort Wayne,IN,10288,93.00601956358165%,3.510158013544018%,3.4838224228743413%,4071,A+,B-,1819.1666666666665,367455.1542075158,16.832576922011718,2.4%
96819,Honolulu,HI,12189,47.24104549854792%,7.490319457889642%,45.26863504356244%,803,D,F,1835.0,1054638.7364882873,47.894583855053924,0.1%
32812,Conway,FL,13958,58.05871779508688%,9.781957433506134%,32.159324771406986%,2592,C,B-,1896.777777777778,395853.6939113489,17.391498473054398,2.2%
48213,Detroit,MI,7495,3.6618529632408103%,94.42516879219805%,1.9129782445611403%,6102,F,F,1198.75,49873.75855331355,3.4670669831987175,1.9%
15212,Pittsburgh,PA,14033,66.82132746146587%,30.084145957848378%,3.0945265806857503%,3958,F,F,1278.40522875817,164988.39381208038,10.754831495040923,-0.1%
60090,Wheeling,IL,15462,62.04629220109096%,1.6452896948252984%,36.30841810408374%,2175,B+,A-,1960.0648148148148,271459.3077432004,11.541255578702534,0.5%
31217,,GA,6420,41.971050200184784%,56.550662149676626%,1.4782876501385895%,7942,D,D-,1011.3333333333334,90982.76361292561,7.496931741341926,4.1%
77546,Friendswood,TX,18777,76.9104248674022%,5.200421356101347%,17.88915377649646%,722,B+,A,1918.4848484848487,390006.12977915973,16.94071800493902,0.5%
92583,San Jacinto,CA,9495,42.23194748358862%,5.146186496533179%,52.621866019878205%,2392,C+,A-,2341.6666666666665,438606.77216736646,15.608781927664287,1.6%
73109,Oklahoma City,OK,7164,45.31276133132631%,7.72704465629704%,46.96019401237665%,5850,F,F,896.8333333333334,109850.1842218999,10.207227673471463,2.1%
20170,Herndon,VA,13729,56.11425249696137%,7.332346879458859%,36.55340062357977%,1548,A,A,2397.2,668911.3975425289,23.253218947888126,0.5%
77498,Sugar Land,TX,16830,45.533198309263824%,26.516819302571328%,27.949982388164845%,762,A+,A+,1938.9045454545455,331535.09499690763,14.249244320894976,0.4%
61832,Danville,IL,13630,65.35969996590522%,27.858537643740505%,6.7817623903542765%,4463,D-,D-,658.8888888888888,58724.69660001344,7.4272381871855115,0.1%
37923,Knoxville,TN,13038,83.9756327979933%,7.557741798872854%,8.466625403133857%,3432,C+,B+,1752.367724867725,384952.11822779273,18.306285108093313,5.7%
07090,Westfield,NJ,10439,87.6544540229885%,3.0783045977011496%,9.267241379310345%,3455,A-,B,2858.055555555555,1103291.235698402,32.16905148309074,1.2%
30106,Austell,GA,9103,28.932852225125462%,55.51408071004935%,15.553067064825182%,5076,B-,B+,1983.0190476190476,309518.3428498897,13.007033527216965,2.4%
91325,Los Angeles,CA,12773,48.939031189531335%,6.706897117182119%,44.35407169328654%,2576,B,B,2274.1841269841266,1046911.4108919092,38.36216097859287,1.2%
98902,Yakima,WA,16686,50.36651593053749%,1.2430568461046068%,48.390427223357904%,1165,C+,C-,1152.2777777777776,279500.6669415009,20.21363484944079,2.2%
66047,Lawrence,KS,9175,85.97898230088495%,2.6382743362831858%,11.382743362831858%,5730,F,A,1300.388888888889,322336.5514020231,20.656420177854258,1.7%
40202,Louisville,KY,3147,50.53794290632621%,45.101133266389326%,4.360923827284465%,10898,F,F,1207.1068376068376,323534.9949092309,22.335429421658777,0.1%
83814,Coeur d'Alene,ID,11422,93.33047143303153%,0.21854511395566653%,6.4509834530128%,3935,D+,D,1773.496103896104,690581.3295672643,32.44915170897759,4.6%
75060,Irving,TX,14516,37.37874204652133%,3.925454608671465%,58.69580334480721%,1156,C-,C+,1801.25,302947.8509679977,14.01563039407808,1.6%
60477,Tinley Park,IL,15266,79.20605975592649%,7.31378875017534%,13.480151493898163%,2105,A,A+,1881.6666666666667,276276.8947691294,12.235469210324597,0.4%
33763,Clearwater,FL,9970,78.79272248601382%,4.48497954962155%,16.72229796436463%,6077,D,C-,2146.8466810966806,236678.6724345081,9.187066257009278,2.6%
43220,Upper Arlington,OH,13319,88.56162763189023%,5.784244144783535%,5.654128223326236%,3918,C,B-,1527.8,356210.44540686876,19.429378049421214,3.0%
32407,Panama City Beach,FL,6459,80.01534063175511%,10.794226344048532%,9.19043302419636%,8832,C,C,1734.7129054520358,427446.7131739206,20.533979610809407,2.0%
76117,Haltom City,TX,11679,49.662621991833426%,6.634618169181315%,43.70275983898526%,3089,C-,C+,1355.1416666666667,240322.99973219066,14.778467179457907,1.4%
33703,Saint Petersburg,FL,11011,83.6450441919192%,6.9207702020202015%,9.434185606060606%,4423,A-,A-,2473.9583333333335,448364.1775161599,15.102793347912755,3.2%
75116,Duncanville,TX,6907,36.53895935801191%,22.922599016308567%,40.538441625679525%,5696,C-,C,1445.5555555555557,279720.3429937846,16.125308012708565,1.3%
80004,Arvada,CO,14819,87.6229277887047%,0.9974711997752178%,11.379601011520089%,2859,A,A-,2139.611111111111,617784.9388400228,24.061418436892332,0.5%
32539,Crestview,FL,11076,80.16146109052409%,12.63896241397565%,7.199576495500265%,3632,B+,C+,1699.9444444444443,293090.52677961224,14.367652216393294,1.5%
63042,Hazelwood,MO,8677,52.32802272446585%,44.819068790910215%,2.852908484623935%,6712,D+,D,1379.0,154063.12597025157,9.310075294310586,1.6%
97124,Hillsboro,OR,21300,72.45910322488642%,3.2248864261413406%,24.316010348972235%,699,B+,C,2004.68,558703.0881767358,23.224948960130618,-0.2%
45219,Cincinnati,OH,6914,76.72032649359483%,18.178211087178326%,5.101462419226845%,7017,F,F,1609.6379142300195,252032.44931746356,13.048092321952671,2.2%
64086,Lees Summit,MO,9155,88.96723707971451%,3.9513285751139398%,7.081434345171554%,5050,A+,A,1894.5,352752.51561769005,15.516517797910181,1.3%
33426,Boynton Beach,FL,10302,59.39920407377295%,21.31028285335273%,19.290513072874322%,4881,C+,B-,2368.9601083296734,358924.58573796623,12.625954333152526,2.5%
97230,Portland,OR,16262,66.92808321760205%,10.399477166898128%,22.672439615499822%,1480,D+,F,1564.4805555555558,456553.5366356037,24.318696654850132,-0.1%
70117,New Orleans,LA,12023,32.7547412407586%,63.982642237222755%,3.262616522018644%,4275,F,F,1476.1616161616164,179229.6660790705,10.11800154066191,-3.5%
37921,Knoxville,TN,11256,69.66001747233547%,21.592894583576005%,8.747087944088525%,3614,C+,C+,1837.2222222222224,278110.1205375454,12.614610849903784,6.0%
19006,Huntingdon Valley,PA,8576,92.10990302674111%,4.976001567244588%,2.9140954060143014%,5108,B+,B,2029.1666666666665,596756.7149280435,24.507462625381663,1.8%
95240,Lodi,CA,16242,49.74805794667226%,1.0917488977535168%,49.16019315557422%,1010,C,A-,1791.3333333333333,473924.8227209659,22.047116799449473,0.7%
99502,Anchorage,AK,9047,85.01246364769422%,3.0951391773992523%,11.892397174906524%,5494,D+,F,1689.861111111111,389757.89015055465,19.220410461932506,-1.5%
63112,Saint Louis,MO,8917,26.794776757712263%,68.17585675999315%,5.029366482294577%,6274,F,F,1414.6325757575758,147604.6194499484,8.695109362637972,1.2%
20851,Rockville,MD,5081,39.285154412917386%,13.36416366201599%,47.350681925066624%,8544,A-,B-,2614.0,522599.88021131995,16.660286923339708,0.4%
77384,Conroe,TX,9974,79.12695830040445%,5.866765840732648%,15.006275858862908%,6052,A,A+,1592.8497632971319,428335.9180347578,22.409307304879384,0.2%
33880,Winter Haven,FL,15169,58.23904936476835%,16.749889387522913%,25.011061247708742%,1792,C+,B-,1772.063492063492,265453.58795470145,12.483261705143162,2.7%
90815,Long Beach,CA,15210,66.31278267079267%,7.702927874315639%,25.98428945489169%,1660,C+,C,2599.722222222222,1019908.7927778334,32.69287721266696,1.3%
45212,Norwood,OH,9851,78.76683001094248%,16.104476901850706%,5.128693087206813%,5805,D-,D-,1163.9191919191917,240494.0635332464,17.218697054095212,2.5%
10941,Middletown,NY,5376,58.00161871826944%,20.859392244867927%,21.13898903686263%,8187,B-,C+,2077.5,403489.49594150245,16.184897550802344,N/A%
45015,Hamilton,OH,4850,87.23463428200611%,4.431259849819226%,8.334105868174655%,8567,F,D+,1325.0,157656.61852452697,9.915510599026854,2.7%
34428,Crystal River,FL,4099,93.17734275454652%,1.7491022819413875%,5.073554963512104%,9973,C,C+,2000.0,306230.5547740568,12.759606448919035,3.9%
94603,Oakland,CA,10574,9.505522229074396%,27.997981723383976%,62.496496047541626%,3186,F,F,2604.3333333333335,546839.6211934077,17.49774802231562,-1.2%
76108,Fort Worth,TX,16385,65.94128471776438%,6.28664355715325%,27.77207172508238%,1789,C+,B-,1819.2777777777776,291990.6622426443,13.374843294468699,0.7%
94546,Castro Valley,CA,15897,63.571667528359846%,9.437060916638789%,26.99127155500137%,1111,A-,C-,2670.047619047619,1114856.4840835023,34.79514984833745,-0.6%
02019,Bellingham,MA,6270,91.40308704453442%,0.8919534412955464%,7.70495951417004%,7123,B,C+,2279.3333333333335,489392.6275607792,17.892389132815854,1.2%
34484,Oxford,FL,2478,92.7470534904805%,3.513145965548504%,3.7398005439709885%,12260,D+,C+,2425.0,367394.94050134864,12.625255687331569,0.0%
80260,Federal Heights,CO,12349,49.74163269176069%,2.285009955437565%,47.97335735280174%,2772,D+,C+,1751.181818181818,426847.7569070133,20.312366220116054,0.0%
85120,Apache Junction,AZ,14085,84.71623022641384%,0.6922845389786295%,14.591485234607537%,3775,A-,B+,1947.3809523809523,359947.79685188056,15.403072368034993,3.2%
20036,Washington,DC,3731,88.35668789808918%,1.8343949044585985%,9.80891719745223%,12914,D-,D-,2368.4583333333335,386266.99669240514,13.5906618824624,-0.2%
48204,Detroit,MI,8781,3.851662404092072%,92.25575447570333%,3.8925831202046033%,5648,F,F,1044.4444444444443,54290.49612940373,4.331688520963064,1.8%
23224,Richmond,VA,16134,20.99644128113879%,62.75038129130655%,16.25317742755465%,1908,D-,D,1425.2223188405799,226585.62541345667,13.248554419553315,2.7%
50266,West Des Moines,IA,16788,90.98636278722212%,3.7331091599726007%,5.2805280528052805%,3025,B-,B,1331.0964912280701,310975.1783473916,19.468609801312862,0.0%
30677,Watkinsville,GA,7047,88.25296603696727%,5.926982025561383%,5.820051937471358%,5874,C+,A+,2106.6666666666665,491931.5652629114,19.45931824615947,3.4%
75147,,TX,2828,86.40350877192982%,1.9084874348032244%,11.688003793266951%,11746,A-,B+,1635.0,270211.6085429785,13.772253238683918,N/A%
77008,Houston,TX,18349,72.9771495161372%,3.359173126614987%,23.66367735724781%,2499,C+,B-,1847.6129656507017,587679.9031520385,26.506268451857395,0.2%
93940,Monterey,CA,14177,76.18898405403523%,3.049926885314393%,20.761089060650374%,3230,B-,C+,2505.010826210826,1138920.8892024457,37.888089387529064,2.0%
92627,Costa Mesa,CA,22380,57.60789270646946%,0.7502010932908711%,41.64190620023967%,381,C+,B,3133.433333333333,1280080.5729936047,34.043609592076976,1.5%
90066,Los Angeles,CA,24679,65.66476158691754%,5.50456801969046%,28.830670393392015%,605,A-,A-,3016.811886739557,1734900.9235088518,47.92313289222737,1.6%
21136,Reisterstown,MD,13752,63.38374046788161%,31.10378699754427%,5.512472534574124%,2501,C+,B,1390.749007936508,387419.6625439818,23.214089454262663,-0.3%
47408,Bloomington,IN,8817,92.19017926734216%,3.9802546115874256%,3.829566121070408%,5219,D-,F,1728.9305555555554,327743.31020362035,15.797015345241698,2.1%
59601,Helena,MT,14574,95.49682321346695%,0.9268356586100741%,3.576341127922971%,3004,C+,B-,1348.3333333333333,413836.4102851997,25.577034010210117,3.1%
66215,Lenexa,KS,11481,79.88582153749903%,8.125439899898335%,11.988738562602643%,4558,A-,A+,1368.2593406593405,364894.79114420107,22.223783429363408,2.2%
75228,Dallas,TX,24158,38.78851026545739%,15.606573681593217%,45.6049160529494%,173,D+,C-,1868.4563492063492,292681.1354030058,13.05360685962889,1.7%
90265,Malibu,CA,6360,87.02934476751977%,0.8575639823127429%,12.113091250167493%,6372,C+,C,12502.942307692307,3516315.3295285422,23.436585585173056,0.8%
94612,Oakland,CA,9906,48.06201550387597%,38.031956968834045%,13.906027527289986%,7607,D-,D-,2646.620327093224,631828.686049697,19.89419863708573,-1.3%
96793,Wailuku,HI,9899,59.13193388094514%,4.7358280093296825%,36.13223810972518%,2724,B-,D-,3550.0,932553.7151443604,21.89093228038405,3.1%
98023,Federal Way,WA,17917,61.49087776994754%,18.213139143371702%,20.29598308668076%,862,A,A-,1926.9071637426903,614948.533616594,26.594800257621166,1.8%
48430,Fenton,MI,15401,95.76133200273124%,0.8088660118703713%,3.4298019853983925%,1903,A-,B+,1521.388888888889,345166.3018623244,18.90631560319469,2.0%
92557,Moreno Valley,CA,14864,30.195254261644305%,16.658583463562717%,53.146162274792985%,757,C+,A,2653.285714285714,564027.9947758549,17.714764996818786,2.0%
34761,Ocoee,FL,14026,48.58636462644304%,19.912873012415595%,31.500762361141366%,1390,B-,A+,2339.084523809524,424652.4657117832,15.128869912895727,2.0%
78734,Lakeway,TX,9362,83.08669995460735%,2.224239673172946%,14.6890603722197%,5880,B-,A+,2847.9166666666665,664683.0134081583,19.449393223355035,0.5%
28358,Lumberton,NC,12670,49.026835741669125%,40.13565319964612%,10.837511058684754%,2754,D,D-,962.5,135651.08145231768,11.744682376824041,3.1%
07093,West New York,NJ,25581,35.9443956910476%,2.509316138222239%,61.54628817073016%,426,F,F,2754.9232323232322,412972.5437413973,12.491955580226723,0.0%
72401,Jonesboro,AR,16920,65.11022140755391%,25.97076841445179%,8.919010177994307%,1604,D+,C+,1103.5416666666667,176505.8988059984,13.328744482235107,0.4%
53186,Waukesha,WI,14702,84.76044551829808%,2.463315457599151%,12.776239024102775%,3020,D-,D,1075.0,323656.23877547536,25.08963091282755,2.1%
95746,Granite Bay,CA,7915,85.87936325278098%,3.6680092059838896%,10.452627541235136%,5455,A+,B+,3348.3333333333335,1134694.005534598,28.2402689281881,1.0%
81611,Aspen,CO,4703,87.89959236215404%,0.6221840806693842%,11.478223557176571%,8769,D+,D+,28910.25641025641,3334995.297566363,9.61306848522455,4.5%
83402,Idaho Falls,ID,10630,80.45008495440203%,0.3432851347134089%,19.206629910884566%,4690,C,D,962.3809523809523,345325.94579937006,29.902048745615915,3.2%
90232,Culver City,CA,7183,69.39762678557932%,5.086539188269972%,25.515834026150706%,7377,B,C,3735.2336182336185,1797236.8395037353,40.09648443251508,1.3%
94158,San Francisco,CA,4501,55.35133065288148%,19.126938541068352%,25.521730806050165%,10124,F,F,3794.3140350877197,1266678.934796613,27.819673575668446,-0.7%
81505,Grand Junction,CO,5056,82.71360105767643%,0.4792596265080152%,16.80713931581557%,8534,D+,C+,1676.4166666666667,459629.35867618286,22.847808255514384,2.1%
70507,Lafayette,LA,7144,52.503315649867375%,45.31940760389036%,2.1772767462422635%,6715,C+,B-,1314.5833333333333,209680.8834476763,13.291973594147466,-3.0%
32605,Gainesville,FL,10758,79.28494214677502%,9.805020618969452%,10.910037234255515%,4286,A-,A+,1768.5235690235688,307238.54106915527,14.47716739783055,2.3%
62010,Bethalto,IL,4555,97.82708352434216%,1.0543687540111855%,1.118547721646649%,9315,B+,D,958.3333333333333,183221.34939239427,15.932291251512545,0.9%
10454,New York,NY,14737,11.368247527263504%,27.650266294699467%,60.981486178037024%,2018,F,F,3007.5,731446.890468354,20.267300927358104,0.4%
76013,Pantego,TX,13274,67.5484853811449%,14.826858850413076%,17.62465576844202%,2979,D+,C-,1541.1000000000001,322842.6198404658,17.457369186536983,1.2%
78730,Austin,TX,4149,83.98187043997348%,0.7406588547424275%,15.277470705284104%,9921,B-,A,1345.0555555555557,1176483.7026207473,72.88941199996368,1.1%
97351,Independence,OR,3436,65.81495646513142%,0.5045162340304338%,33.68052730083815%,9139,D,D+,1781.5,408314.7909600072,19.09976569183306,0.9%
92867,Orange,CA,13203,59.678231417063344%,1.0023800805565726%,39.31938850238008%,1675,C-,C+,4641.227272727273,1181961.392995401,21.2221416797239,1.9%
37087,Lebanon,TN,19657,85.47589495045018%,8.432334456331146%,6.091770593218669%,1101,D-,C+,1943.897619047619,420663.87612033595,18.033523302118546,2.2%
95682,Shingle Springs,CA,11510,84.53615142799813%,0.5451140391947027%,14.918734532807171%,3383,A+,A+,2125.0,662811.1214878884,25.992592999525034,0.6%
37204,Nashville,TN,6935,85.18836140888209%,12.12251148545176%,2.6891271056661563%,7014,C-,D,1697.3174603174602,970375.2230654453,47.64259121390044,2.6%
02478,Belmont,MA,10414,92.05765969474278%,2.0727341247409083%,5.869606180516299%,4400,B+,A,2958.4500000000003,1429793.784456889,40.274292970330436,2.5%
93111,Santa Barbara,CA,6304,75.6831355230472%,0.805961910019321%,23.51090256693348%,6910,B+,A,3538.75,1638734.261968229,38.59023341500598,3.7%
48910,Lansing,MI,15600,68.80553439959381%,18.247017009393247%,12.947448591012947%,2924,D,D-,1159.595238095238,128398.62203339535,9.227258631231829,1.6%
21409,Annapolis,MD,7570,87.80887092648489%,4.660561723026552%,7.530567350488567%,6423,A-,D+,2870.833333333333,564456.4789907774,16.38480345401386,0.1%
85281,Tempe,AZ,27715,65.08635939660995%,7.474831944935834%,27.438808658454217%,1242,F,D,1743.4919928533964,431795.05044042243,20.63842049033194,3.0%
80126,Highlands Ranch,CO,15642,90.19663925634609%,1.20843761172685%,8.594923131927064%,1698,B+,A+,2601.0978835978835,771791.2340575288,24.72645746130008,0.5%
60637,Chicago,IL,22272,17.54254842085033%,79.01941104870913%,3.4380405304405395%,1127,F,F,1628.8575757575757,204277.3810955172,10.450953689659276,-0.5%
29505,Florence,SC,9697,55.027308838133074%,40.4874213836478%,4.485269778219133%,5045,C-,C,1442.7460317460318,221456.4917698095,12.79137647334228,0.7%
01801,Woburn,MA,16121,87.19646799116998%,5.856875401682175%,6.946656607147847%,1858,B,A-,2676.0524037366145,708176.4241284918,22.052894752099952,2.0%
40513,Lexington,KY,4426,92.72083190492515%,3.2110615929608044%,4.068106502114044%,9465,A+,A+,2297.5,522182.3563967012,18.94023780909326,1.6%
93711,Fresno,CA,16095,65.09709889067481%,5.4517667518642465%,29.451134357460933%,2037,B+,A-,2207.222222222222,501482.6320393782,18.93339914571023,1.4%
07013,Clifton,NJ,11514,68.68525896414343%,3.1220572256428833%,28.192683810213694%,3489,D+,D+,2200.0,553411.0752361033,20.962540728640274,0.3%
19095,Wyncote,PA,3282,63.30501930501931%,33.43629343629343%,3.258687258687259%,10571,D-,D-,1780.6944444444443,417118.45971365925,19.52040213931796,1.8%
89130,Las Vegas,NV,12862,58.5088218554354%,16.136955935655873%,25.354222208908727%,2823,A,A-,1859.1515151515152,433516.2015548479,19.431633105291297,1.5%
94043,Mountain View,CA,13369,64.77519523127397%,5.988632687953422%,29.23617208077261%,3530,B,A-,3802.9409340659345,1639284.9923074867,35.92143161325316,-0.4%
01752,Marlborough,MA,16524,76.07652786056943%,4.025092963183741%,19.89837917624684%,1808,D,D-,2422.3564102564105,544125.2404867621,18.718868061105756,1.5%
29414,Charleston,SC,19256,79.14243842480973%,16.056824091145465%,4.8007374840448165%,1790,A,A,1882.1594516594516,449516.9175829955,19.902534346327034,3.2%
27312,Pittsboro,NC,9871,82.41020625889047%,11.041963015647225%,6.547830725462305%,5776,A+,A-,1850.3333333333335,560361.0827274295,25.23694301600745,3.2%
23320,Chesapeake,VA,25243,57.21485972085154%,33.201748202453125%,9.583392076695334%,454,C+,C,1839.5026455026455,357433.326077244,16.192480385532647,1.2%
08840,Metuchen,NJ,6221,76.366980264554%,9.089622975171535%,14.543396760274458%,7028,A-,B,2635.0,599877.0734408271,18.971444447843993,0.7%
98168,Seatac,WA,12726,54.5934530095037%,14.252023935234073%,31.154523055262235%,2716,D-,D,1950.8166666666666,580018.6426287465,24.77674489439237,1.9%
95112,San Jose,CA,21187,38.47473825969851%,6.103653503627438%,55.42160823667405%,567,C-,D+,2873.328240740741,1085322.0651339926,31.476913826078036,0.1%
11379,New York,NY,13810,74.49704648574608%,1.4467939388750963%,24.05615957537882%,2055,D-,D-,2439.311111111111,852629.1003506359,29.12807009551772,0.2%
94530,El Cerrito,CA,10850,72.45519107203246%,7.625972269191748%,19.91883665877579%,4468,C+,A-,2655.1759259259256,1198882.6048544066,37.62721812982211,-1.0%
30344,East Point,GA,14954,15.988644428672819%,74.72533711852377%,9.286018452803408%,2609,D-,F,1727.9787878787877,261484.23042916073,12.61031251576447,2.2%
85641,Vail,AZ,10447,73.22993284298049%,4.742564758554526%,22.027502398464982%,4763,A+,A+,2062.527777777778,415317.7746216729,16.780290149156492,2.2%
07110,Nutley,NJ,11676,74.82936694232784%,3.4198837167310683%,21.7507493409411%,3764,C+,D+,2224.3055555555557,585464.3346849617,21.934349098406308,0.4%
08028,Glassboro,NJ,7921,69.14235577977627%,19.855231410397018%,11.002412809826716%,5651,F,F,2674.1666666666665,336634.9022277512,10.490336622865417,1.5%
08096,Woodbury,NJ,13660,76.30657815328907%,13.00543150271575%,10.687990343995173%,2538,D+,B-,2043.75,306445.45270153845,12.495227429216655,1.6%
73170,Oklahoma City,OK,15860,82.9627291768284%,5.692479843915875%,11.34479097925573%,1784,A-,A+,1471.9621212121212,279114.53595163743,15.801727726174667,1.0%
